DRG,DRG_Cost_FFyear2012,DRG_Cost_FFyear2013,DRG_Cost_FFyear2014,DRG_Cost_FFyear2015,DRG_Cost_FFyear2016,DRG_Cost_FFyear2017,DRG_Cost_FFyear2018,DRG_Cost_FFyear2019,_2012_costweight,_2012_average_total,_2013_costweight,_2013_average_total,_2014_costweight,_2014_average_total,_2015_costweight,_2015_average_total,_2012_private,_2012_paed,_2013_private,_2013_paed,_2014_private,_2014_paed,_2015_private,_2015_paed,_2016_private,_2016_paed,ave_charge_1112,ave_charge_1213,ave_charge_1314,ave_charge_1415,ave_charge_1516,ave_charge_1617,ave_charge_1718,ave_charge_1819
J01B,25501,27699,28833,31903,36760,36412.65343,38883.01247,40073.14348,5,25501,6,27699,6,28833,6,31903,0.26,1,0.31,1,0.61,1,0.29,1,0.31,1,15344,15738,15858,19373,19071.71,18250.3,20752.51,20962.83
J06A,8403,8673,9018,13943,14870,15865.84204,17194.82753,18273.55874,2,8403,2,8673,2,9018,3,13943,0.27,1,0.24,1,0.65,1,0.27,1,0.3,1,,,5221,6875,,7675.95,6084.83,6349.69
J06B,8019,8747,8922,8493,9200,10607.51802,11468.51917,11718.74533,2,8019,2,8747,2,8922,2,8493,0.28,1,0.31,1,0.67,1,0.19,1,0.19,1,,,4145,4695,,4744.42,4777.07,4937.01
J06Z,8211,8710,8970,11218,12035,12875.6,13891.2,14906.8,,,,,,,,,,,,,,,,,,,4264,4436,4683,5785,4747.19,5477.652,5709.19,5940.728
J07A,4045,4148,4189,4432,4787,4850.6,5027.4,5204.2,1,4045,1,4148,1,4189,1,4432,0.27,1,0.3,1,0.62,1,0.28,1,0.34,1,,,2074,2224,,2278.88,2534.22,2585.59
J07B,3163,3083,3328,3381,3540,3614.6,3719.8,3825,1,3163,1,3083,1,3328,1,3381,0.26,1,0.24,1,0.62,1,0.22,1,,,,,1586,1698,,1762.36,1932.86,1993.36
J07Z,3604,3616,3759,3907,4163.5,5495.063674,5817.840635,5944.714276,,,,,,,,,,,,,,,,,,,1586,1683,1830,1961,1973.7,2122.76,2228.1,2333.44
J08A,15322,14373,15310,17547,16963,30273.10743,28827.40669,26896.43009,3,15322,3,14373,3,15310,3,17547,0.1,0.94,0.09,1,0.73,1.14,0.12,1.1,,,6779,5861,7831,10166,7231,11874.08,9998.5,9847.55
J08B,4571,4529,7271,6861,7032,9007.915923,7494.200015,7569.607833,1,4571,1,4529,1,7271,1,6861,0.14,1.08,0.15,1.12,0.7,0.95,0.15,1.07,0.17,1.09,1882,1972,3145,3744,2243.06,3839.69,3728.31,3812.37
J08C,,,2980,4065,4329,4493.923072,4518.954518,4682.981526,,,,,1,2980,1,4065,0.24,1.23,0.26,1.26,,,0.29,0.94,0.38,1,,,1616,2101,,2283.13,2019.97,2052.81
J09Z,4257,4337,4460,4417,4695,4749.424933,5100.842144,5100.051443,1,4257,1,4337,1,4460,1,4417,0.15,1.13,0.14,1.09,0.69,1.21,0.14,1.4,0.16,1.26,1611,1767,1799,1880,2031.02,2083.37,2178.99,2259.64
J10A,,,,5217,5661,7664.782673,7712.891007,8179.369385,,,,,,,1,5217,0.23,1,0.19,1,,,,,,,,,,2806,,3153.76,,
J10B,,,,3252,3408,3502.629226,3604.430057,3814.715352,,,,,,,1,3252,0.27,1,0.3,1.08,,,,,,,,,,2041,,2272.99,,
J10Z,3495,3618,3608,4235,4534.5,,,,1,3495,1,3618,1,3608,,,,,,,0.68,0.82,0.27,0.9,0.24,0.92,1909,2041,2095,2424,2361.43,,2617.8,2761.06
J11A,,,,4432,4803,6289.676036,5243.600918,5689.458294,,,,,,,1,4432,0.16,0.93,0.16,1,,,,,,,,,,1735,,1799.41,,
J11B,,,,2200,2372,2506.417635,2629.946085,2801.592157,,,,,,,0,2200,0.22,1,0.23,1.26,,,,,,,,,,1230,,1316.41,,
J11Z,2551,2543,2558,3316,3587.5,3764.9,4049.5,4334.1,1,2551,1,2543,1,2558,,,,,,,0.68,0.91,0.2,1,0.22,1,1111,1163,1216,1482.5,1370.85,,1513.84,1559.96
J12A,27025,26300,27169,28563,28945,27757.70965,29477.98848,28666.54161,6,27025,5,26300,5,27169,6,28563,0.11,1,0.07,1,0.77,1,0.08,1,0.07,1,21557,19952,21507,21111,25561.66,21605.69,24653.17,25167.46
J12B,15528,15681,16101,11647,11127,10957.89553,10072.14906,9744.694669,3,15528,3,15681,3,16101,2,11647,0.09,1,0.09,1,0.76,1,0.08,1,0.08,1,10052,11187,11027,9461,12153.84,10044.71,12662,12563.63
J12C,10937,9432,11146,20105,20209.5,23131.3,26053.1,28974.9,2,10937,2,9432,2,11146,,,,,,,0.78,1,0.12,1,0.11,1,7699,8021,8697,8139,9635.31,,8875.97,9004.36
J13A,17314,15231,15043,14487,14115,14644.56686,15841.25714,16123.4782,4,17314,3,15231,3,15043,3,14487,0.08,1,0.09,1,0.75,1,0.1,1,0.11,1,8909,9143,9089,7360,10002.48,7374.7,10809.13,10502.72
J13B,6003,5857,6058,5844,5847,5655.529802,6135.380246,6286.719891,1,6003,1,5857,1,6058,1,5844,0.16,1,0.19,1,0.73,1,0.16,1,0.2,1,3400,3436,3525,3581,3721.42,3660.94,3784.73,3908.47
J14Z,23343,23424,22371,23531,24501,25016.34624,25915.89131,28666.61258,5,23343,5,23424,5,22371,5,23531,0.3,1,0.2,1,0.66,1,0.19,1,0.21,1,8249,9342,10090,11547,12542.51,12279.38,12624.86,12823.14
J60A,15881,14961,15626,13578,13403,13620.91643,12725.95976,13276.88762,3,15881,3,14961,3,15626,3,13578,0.06,1,0.09,1,0.82,1,0.08,1,0.09,1,10864,12387,12237,12232,13533.88,12063.12,14039.47,13139.03
J60B,7769,7346,7017,5689,4879,5173.409739,4416.705312,5052.077351,2,7769,1,7346,1,7017,1,5689,0.08,1,0.07,1,0.77,1,0.08,1,0.1,1,8037,8017,8596,7708,9080.09,6890.02,9065.45,9100.74
J60C,977,931,947,2164,2155,2371.759587,2521.260687,2475.203289,0,977,0,931,0,947,0,2164,0.09,1,0.19,1,0.67,1,0.2,1,0.07,1,147,271,304,3096,295.83,2064.08,310.74,395.99
J62A,7844,8180,8864,11729,12398,10787.93427,13264.08787,13740.0066,2,7844,2,8180,2,8864,2,11729,0.06,1,0.05,1,0.8,1,0.08,1,0.11,1,2876,2898,3008,7831,3484.1,7232.12,4792.5,4945.39
J62B,2097,3255,1268,4395,3848,3061.229025,4411.685804,4392.495733,0,2097,1,3255,0,1268,1,4395,0.07,1,0.08,1,0.8,1,0.08,1,,,1021,1058,481,1710,957.3,1250.77,271.63,295.78
J63A,5740,5943,4620,4080,4129,4175.616861,,,1,5740,1,5943,1,4620,1,4080,0.09,0.95,0.13,1,0.64,1,0.11,1,,,2258,2894,2627,2482,3780.83,1430.32,3209.89,3449.24
J63B,2542,3047,1499,2326,2332,2175.126473,,,1,2542,1,3047,0,1499,0,2326,0.1,1,0.13,1,0.59,1.56,0.13,1,0.11,1,1399,1343,1022,1392,1085.87,1465.85,897.37,947
J63Z,,,,,,,3539.880672,3574.702636,,,,,,,,,,,,,,,,,,,,,,,,,,
J64A,10210,9410,9440,7989,8045,8266.44526,7798.625279,7974.639681,2,10210,2,9410,2,9440,2,7989,0.09,1,0.1,1,0.8,1,0.09,1,0.1,1.13,7084,7364,7910,7124,8833.39,7035.05,9224.93,9174.38
J64B,4065,3946,4053,3606,3506,3683.364202,3292.19614,3319.322958,1,4065,1,3946,1,4053,1,3606,0.08,1.18,0.09,1.3,0.76,1.13,0.08,1.17,0.09,1.11,3175,3363,3514,3497,3948.77,3393.57,4184.42,4292.99
J65A,7485,6936,8084,6282,6744,6200.37721,6792.0518,7686.993569,2,7485,1,6936,2,8084,1,6282,0.1,0.8,0.11,0.8,0.79,1,0.1,1,0.11,1,5907,5948,6590,6242,7707.42,6604.22,8613.76,8655.77
J65B,2333,2263,3395,2098,2075,2090.516615,1438.298305,1435.195678,0,2333,0,2263,1,3395,0,2098,0.14,1.2,0.19,1.3,0.7,0.85,0.12,1.25,0.14,1.21,2417,2575,3431,2575,3545.37,2535.25,4847.03,4771.93
J65C,,,1270,1270,1270,,,,,,,,0,1270,,,,,,,,,0.24,1.25,0.27,1.19,,,628,,,,623.53,593.62
J67A,4443,4539,4656,4970,4803,5176.516424,5800.743755,5430.728172,1,4443,1,4539,1,4656,1,4970,0.07,1.08,0.09,1.12,0.77,1.18,0.08,1.14,0.09,1.14,2903,3108,3160,3441,4753.15,2683.72,6338.73,6118.23
J67B,1158,1185,1235,1786,1745,1883.431377,1807.157532,1883.657423,0,1158,0,1185,0,1235,0,1786,0.12,0.95,0.12,1,0.67,0.86,0.22,0.8,0.19,0.82,795,802,856,1171,777.17,1056.45,823.14,855.33
J68A,11167,10949,11687,6082,6258,7448.536039,9083.001954,9129.111009,2,11167,2,10949,2,11687,1,6082,0.07,1,0.07,1,0.78,1,0.1,1.14,0.08,1.14,6864,7118,6682,5467,7752.04,4896.96,8607.97,8837.8
J68B,5330,5137,5484,1737,1934,2157.738407,2592.883747,2578.149166,1,5330,1,5137,1,5484,0,1737,0.05,1.1,0.04,1.06,0.75,1.16,0.06,1.28,0.07,1.21,3571,3643,3864,1372,4666.04,1397.17,4930.69,4979.51
J68C,1095,1163,1216,3910,3970.5,,,,0,1095,0,1163,0,1216,,,,,,,0.89,0.8,0.03,0.8,0.03,0.8,326,340,345,337,403.77,,513.84,600
J69A,14103,14738,14225,12577,15639,11264.17273,11022.31804,11989.91644,3,14103,3,14738,3,14225,3,12577,0.07,1,0.06,1,0.76,1,0.13,1,0.07,1,7849,9331,9317,8517,9993.55,10238.6,10108.21,12344.03
J69B,7145,7099,7196,3157,3335,1990.30694,2040.449626,2149.648762,1,7145,1,7099,1,7196,1,3157,0.04,1,0.08,1,0.79,1,0.13,1,0.11,1,5213,6363,5480,4527,7829.62,3850.27,7637.12,7509.19
J69C,1002,931,965,1236,1183,,,,0,1002,0,931,0,965,0,1236,0.06,1,0.06,1,0.47,1,0.13,1,0.09,1,461,489,484,1298,517.95,1671.04,616.77,594.33
K01A,34278,35679,35999,55621,55529,53741.76936,54759.57803,52349.57966,7,34278,7,35679,7,35999,11,55621,0.08,1,0.08,1,0.79,1,0.09,1,0.1,1,19991,23782,24098,32853,30488.68,28431.38,33497.19,34077.6
K01B,16275,16354,18041,29659,30589,25075.9518,25679.9732,24172.36652,3,16275,3,16354,4,18041,6,29659,0.1,1,0.06,1,0.79,1,0.11,1,,,13319,14443,16153,22873,16691.41,22652.17,17396.89,16693.4
K01C,,,,15085,14963,10798.38254,8580.336239,7450.772381,,,,,,,3,15085,0.07,1,0.08,1,,,,,,,,,,15873,,15192.8,,
K02A,26778,30436,28396,36703,35939,,,,6,26778,6,30436,6,28396,7,36703,0.34,1,0.31,1,0.68,1,0.36,1,,,16291,16583,15310,19513,18610.05,23658.7,19397.34,19308.08
K02B,17274,17887,16233,19921,19947,,,,4,17274,4,17887,3,16233,4,19921,0.34,1,0.35,1,0.68,1,0.36,1,0.29,1,12379,12803,12958,14705,14560.91,15496.46,15589.39,15693.39
K02Z,,,,,,25559.64548,27630.29256,26292.95114,,,,,,,,,,,,,,,,,,,,,,,,,,
K03Z,18683,17798,17826,18492,20209,22215.03715,20769.0028,20715.54791,4,18683,4,17798,4,17826,4,18492,0.17,1,0.17,1,0.67,1,0.14,1,0.19,1,8632,9108,9472,9530,10257.99,10961.97,10756.43,10776.31
K04A,16726,14637,15682,15682,15160,14951.3,14742.6,14533.9,3,16726,3,14637,,,,,,,,,0.62,1,,,,,9764,9991,9878,9878,11017.96,10824.268,11063.76,11303.252
K04B,9502,10450,9976,9976,10213,10307.8,10402.6,10497.4,2,9502,2,10450,,,,,,,,,0.62,1,,,,,7861,8770,8316,8316,9848.45,9678.56,10030.65,10382.74
K05A,15184,15306,14962,13801,15439,18064.81612,16810.26612,16499.91418,3,15184,3,15306,3,14962,3,13801,0.21,1,0.28,1,0.71,1,0.25,1,0.26,1,5968,7723,6732,5755,7510.96,6678.13,7373.5,7343.23
K05B,6655,6818,6767,6775,7351,7643.765466,7467.106429,7590.912788,1,6655,1,6818,1,6767,1,6775,0.3,1,0.29,1,0.67,1,0.28,1,0.26,1,3895,3936,4019,3936,4064.19,4111.42,4408.21,4530.79
K06A,15355,15251,14186,16333,16761,18435.90454,18958.32564,20857.37169,3,15355,3,15251,3,14186,3,16333,0.2,1,0.2,1,0.7,1,0.16,1,0.23,1,5486,6243,6098,6508,6512.15,6500.75,6880.45,7621.94
K06B,8344,8551,8404,8548,9056,9519.853535,10095.88993,10360.57857,2,8344,2,8551,2,8404,2,8548,0.23,1,0.22,1,0.69,1,0.22,1,0.22,1,4345,4532,4625,4673,4820.82,4928.65,5162.46,5388.69
K07Z,9209,8993,9101,9101,12908.5,,,,2,9209,2,8993,,,,,,,,,0.75,1,,,,,5583,6081,5362,5591,7069.23,6681.984,6930.23,7178.476
K08Z,6063,5522,5924,6459,6865,6847.837829,7570.028844,7761.728769,1,6063,1,5522,1,5924,1,6459,0.16,0.83,0.17,0.88,0.73,0.8,0.18,0.84,0.19,0.84,2339,2487,2692,2891,2997.26,3224.23,3359.06,3652.13
K09A,28245,31761,31127,30682,33611,38592.10631,36409.97436,31828.24382,6,28245,6,31761,6,31127,6,30682,0.13,1,0.17,1,0.73,1,0.28,1,0.16,1,16122,21699,17703,18719,18690.33,16730.24,24172.77,19565.35
K09B,13191,14948,13552,10836,13139,13561.18567,12228.50793,13276.83117,3,13191,3,14948,3,13552,2,10836,0.13,1,0.25,0.92,0.71,1,0.28,1,0.16,1,8802,11612,11161,9656,12907.1,10632.8,14751.66,13887.74
K09C,8018,10000,10447,11917.33333,13131.83333,,,,2,8018,2,10000,2,10447,,,,,,,0.7,1.36,0.28,1.48,0.16,1.34,5723,7207,7517,6816,9401.36,,9518.56,9234.72
K10A,,,25679,23036,26519,,,,,,,,5,25679,5,23036,0.16,1,0.17,1,,,0.18,1,0.19,1,,,13227,12788,,13703.37,13051.39,12367.5
K10B,,,13173,13155,13612,,,,,,,,3,13173,3,13155,0.16,1,0.17,1,,,0.18,1,0.19,1,,,9486,9482,,10877.25,10978.92,10666.57
K10Z,,,,,,19691.12728,21377.30634,22422.09233,,,,,,,,,,,,,,,,,,,,,,,,,,
K11A,,,14052,13608,13563,,15657.23185,17977.85864,,,,,3,14052,3,13608,0.16,1,0.47,1,,,0.18,1,0.33,1,,,10944,10842,,11270.78,11760.68,11878.75
K11B,,,9855,9101,10014,,11419.51141,12107.25135,,,,,2,9855,2,9101,0.16,1,0.47,1,,,0.18,1,0.33,1,,,9746,9903,,10056.13,10507.02,10549.1
K11Z,,,,,,12376.92592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K12A,,,,8963,8487,,,,,,,,,,2,8963,0.16,1,0.17,1,,,,,,,,,,7428,,7304.39,,
K12B,,,,6816,7166,,,,,,,,,,1,6816,0.16,1,0.17,1,,,,,,,,,,7569,,6866.05,,
K12Z,,,9025,7889.5,7826.5,9567.087961,10944.69339,9590.143652,,,,,2,9025,,,,,,,,,0.18,1,0.33,1,,,7846,,,,7125.5,6923.4
K13Z,,,11373,11159,11805,14219.65141,13987.08653,15021.97463,,,,,2,11373,2,11159,0.16,1,0.17,1,,,0.18,1,0.19,1,,,6405,6924,,7102.6,7868.61,8006.3
K40A,28281,26884,29262,18003,18118,19596.76388,21579.85399,22277.42495,6,28281,5,26884,6,29262,4,18003,0.1,1.06,0.12,1,0.79,1,0.16,1,0.11,1,10449,9941,13212,5384,12697.68,6284.4,14563.53,13549.59
K40B,9344,9909,9459,2117,2286,2311.08475,2469.623036,2535.291733,2,9344,2,9909,2,9459,0,2117,0.35,2,0.36,2,0.76,1.08,0.12,1.15,0.15,1.09,2831,2968,3019,1057,3387.62,1086.77,3614.25,3723.82
K40C,1609,1704,1668,10060,10089.5,,,,0,1609,0,1704,0,1668,,,,,,,0.64,1.18,0.34,1.2,0.29,1.16,829,898,930,886,962.63,,993.62,1045.46
K60A,10676,11410,11360,10335,10843,11106.88287,11255.74064,11621.94897,2,10676,2,11410,2,11360,2,10335,0.09,1.16,0.09,1.28,0.8,1,0.08,1.89,0.1,1.7,7510,7705,7946,7775,9332.7,8127.03,10245.73,10349.6
K60B,4777,4827,5973,4434,4448,4351.858161,4082.60482,4231.921242,1,4777,1,4827,1,5973,1,4434,0.37,1.72,0.3,1.91,0.77,1.75,0.12,1.74,0.11,1.99,4256,4677,4352,4683,4246.94,4273.87,5019.31,5312.88
K60C,,,1308,1308,1308,,,,,,,,0,1308,,,,,,,,,1,1.08,1,1.29,,,2143,,,,1828.66,1154.46
K61A,,,,17593,19858,21234.10493,25322.42721,23330.71477,,,,,,,4,17593,0.07,1,0.05,1,,,,,,,,,,11514,,11296.84,,
K61B,,,,8769,8870,9892.64283,10390.3408,10177.15696,,,,,,,2,8769,0.07,1,0.05,1,,,,,,,,,,7836,,6479.35,,
K61Z,16550,14853,15165,13181,14364,13009.4,12405,11800.6,3,16550,3,14853,3,15165,,,,,,,0.82,1,0.06,1,0.08,1,7630,7873,9103,9675,9217.84,,9446.63,8828.86
K62A,8491,8121,8868,11612,11798,10241.79954,11153.92075,11266.68851,2,8491,2,8121,2,8868,2,11612,0.09,1.35,0.1,1.41,0.81,1.62,0.1,1.85,0.1,1.77,5503,5901,6446,8010,6482.01,7359.2,7414.09,7958.54
K62B,2836,2620,4691,4999,4893,4043.077443,4057.19216,4398.310729,1,2836,1,2620,1,4691,1,4999,0.1,1.33,0.1,1.41,0.77,1.55,0.09,1.6,0.1,1.55,1368,1245,3037,4302,1100.69,4176.39,3695.48,3795.17
K62C,,,826,1747,1626,1452.430225,1496.178224,1531.152073,,,,,0,826,0,1747,0.1,1.62,0.1,1.73,,,0.08,1.9,0.11,1.6,,,527,920,,825.02,529.53,514.26
K63A,8516,9858,12675,7073,7628,10141.52237,11499.17398,11998.58501,2,8516,2,9858,3,12675,1,7073,0.11,1.49,0.09,1.55,0.74,1.46,0.05,1.82,0.05,1.42,3123,3941,8784,3616,2896.79,3005.04,4275.72,11733.22
K63B,1928,1385,1495,1367,1464,1520.883355,1912.290839,1805.347764,0,1928,0,1385,0,1495,0,1367,0.04,1.1,0.04,1.77,0.44,1.76,0.04,1.69,0.05,2,1854,1458,1620,1508,1471.33,830.88,1621.91,1661.3
K64A,11176,10988,11933,7769,7728,8394.544212,9307.123051,9211.479619,2,11176,2,10988,2,11933,2,7769,0.1,1.74,0.11,1.59,0.78,1.29,0.08,1.49,0.11,1.55,9563,7671,8076,4427,7891.49,4662.2,9237.48,8844.71
K64B,4251,3894,5563,2010,2069,2210.324333,2525.57095,2436.596213,1,4251,1,3894,1,5563,0,2010,0.12,1.91,0.16,1.79,0.56,1,0.07,1.35,0.09,1.43,1619,1611,2996,1802,2319.8,1699.65,3735.69,3794.19
K64C,,,1204,1204,1204,,,,,,,,0,1204,,,,,,,,,0.11,1.33,0.17,1.56,,,237,,,,452.3,428.2
L02A,19011,17685,14255,18918,20188,22711.21421,20726.96365,24238.67994,4,19011,4,17685,3,14255,4,18918,0.1,1,0.06,1,0.8,1,0.11,1,0.11,1,4789,5673,7206,10054,7994.03,14137.63,9599.78,10074.53
L02B,5334,5289,5503,5273,5490,6101.807729,6112.67477,5908.213178,1,5334,1,5289,1,5503,1,5273,0.09,1,0.1,1,0.72,1,0.08,1,0.06,1,2796,3179,3033,3271,3202.58,3886.51,3376.66,3493.79
L03A,33368,35077,35806,43393,48240,45369.43106,51558.21423,51771.50263,7,33368,7,35077,7,35806,9,43393,0.14,1,0.21,1,0.72,1,0.2,1,0.18,1,19089,20725,21842,23978,22425.61,25094.25,25625.74,25071.73
L03B,22025,20807,19976,22088,24236,23143.94835,25597.52596,26001.90895,5,22025,4,20807,4,19976,4,22088,0.15,1,0.2,1,0.71,1,0.19,1,0.19,1,14895,15761,15684,15287,16991.37,15573.35,18544.72,17366.22
L03C,14048,15356,15144,13870,14321,14291.91055,15486.37514,16476.59852,3,14048,3,15356,3,15144,3,13870,0.19,1,0.18,1,0.68,1.26,0.22,1,0.19,1,9349,9576,9638,9956,10610.48,10436.63,10943.49,10946.13
L04A,25415,24566,25204,26331,30397,27771.98256,29403.83083,30719.4377,5,25415,5,24566,5,25204,5,26331,0.11,0.81,0.17,1,0.72,1,0.14,1,0.17,1.19,12137,12573,13172,15419,15819.88,16967.86,17173.37,17536.43
L04B,12910,12152,9387,11087,11985,11207.10675,11177.79838,11174.81152,3,12910,2,12152,2,9387,2,11087,0.17,0.93,0.17,0.92,0.65,1,0.18,1.37,0.18,1.35,6843,7737,5580,7515,8068.75,8188.64,5958.34,5741.96
L04C,6959,6780,3690,5659,5948,5912.848549,6042.103448,5992.903055,1,6959,1,6780,1,3690,1,5659,0.21,1.31,0.25,1.29,0.64,1.16,0.34,0.8,0.34,0.8,3150,4065,2182,3704,4290.06,3827.52,2212.85,2264.35
L05A,15080,12731,13305,14378,16521,15225.57135,14749.43965,16346.57168,3,15080,3,12731,3,13305,3,14378,0.17,1,0.19,1,0.77,1,0.2,1,0.25,1,10192,10387,9593,9459,10377.85,10236.04,11575.07,11718.25
L05B,6218,6371,6458,6738,6868,6759.211425,7018.737141,7266.508667,1,6218,1,6371,1,6458,1,6738,0.2,1,0.19,1,0.77,1,0.2,1,0.29,1,4381,4554,4577,4796,4715.63,4976.93,4952.71,5042.14
L06A,15551,16839,15823,24625,24760,25027.31404,27062.09775,32957.01914,3,15551,3,16839,3,15823,5,24625,0.13,1,0.14,1,0.69,1,0.15,1,0.18,1,7783,7841,7894,10777,9352.34,10745.22,10014.07,9779.03
L06B,5248,5413,5580,9719,9809,9654.796119,10980.83248,10948.26283,1,5248,1,5413,1,5580,2,9719,0.12,1,0.13,1,0.7,1.31,0.15,1.3,0.2,1.33,3100,3273,3230,5455,3529.27,5698.34,3567.69,3639.08
L06C,,,,4846,5072,5296.288389,5526.323353,5618.377574,,,,,,,1,4846,0.2,1,0.13,1,,,,,,,,,,3290,,3453.93,,
L07A,8403,7053,7391,10220,11033,11332.92333,12955.27361,12710.60934,2,8403,1,7053,1,7391,2,10220,0.17,1,0.16,1,0.7,1,0.16,1,0.2,1,2708,3030,2973,4220,3360.65,4727.61,3895.13,3783.02
L07B,3639,3688,3772,3852,4083,4141.577202,4518.865084,4740.943162,1,3639,1,3688,1,3772,1,3852,0.27,1,0.29,1.17,0.69,1,0.29,1,0.32,1,1487,1628,1695,1828,1863.77,1948.41,2068.36,2130.27
L08A,8007,6608,7659,7527,9989,10913.26709,,,2,8007,1,6608,2,7659,2,7527,0.15,1,0.22,1,0.73,1,0.14,1,0.19,1,2539,3037,2925,2887,3161.41,3483.97,3345,3502.98
L08B,3808,3910,4133,4198,4371,4564.952473,,,1,3808,1,3910,1,4133,1,4198,0.17,0.87,0.2,0.82,0.72,0.93,0.18,1,0.19,1.08,1459,1492,1642,1737,1902.29,1921.79,2026.19,2196.54
L08Z,,,,,,,5812.082398,6499.92982,,,,,,,,,,,,,,,,,,,,,,,,,,
L09A,28724,25249,26964,34133,37626,35790.81497,41768.85624,41509.506,6,28724,5,25249,5,26964,7,34133,0.1,1,0.12,1,0.81,1,0.12,1,0.13,1,17664,19843,20822,21667,23371.02,25378.3,22537.09,24446.85
L09B,10198,8696,8029,13489,13795,11015.34927,13547.06608,13487.60036,2,10198,2,8696,2,8029,3,13489,0.15,1,0.13,1,0.68,1,0.14,1,0.13,1,8343,6988,6228,11589,7857.43,11055.88,7806.97,7137.61
L09C,5632,5667,5472,5582,5876,5763.455354,6177.87112,6420.883142,1,5632,1,5667,1,5472,1,5582,0.19,0.8,0.21,0.8,0.73,0.8,0.2,0.8,0.22,0.82,4052,4691,4860,5338,5157.94,5318.83,5314.59,5184.56
L10A,,,,,,67078.48249,63430.56206,62872.09498,,,,,,,,,,,,,,,,,,,,,,,,,,
L10B,,,,,,41579.32542,43837.59125,41221.14473,,,,,,,,,,,,,,,,,,,,,,,,,,
L40Z,4175,4156,4197,4417,4524,4787.552646,,,1,4175,1,4156,1,4197,1,4417,0.26,1,0.28,1,0.65,1,0.27,1,0.28,1,1725,1857,1994,2067,2172.3,2232.67,2341.41,2498.41
L41Z,1211,1198,1207,1237,1288,1327.719912,,,0,1211,0,1198,0,1207,0,1237,0.24,2,0.27,2,0.64,1.5,0.24,1.57,0.29,1.73,805,864,883,922,933.04,930.75,976.29,995.15
L42Z,3678,3597,3723,3950,3781,3606.716158,,,1,3678,1,3597,1,3723,1,3950,0.42,1,0.33,1,0.65,1,0.36,1,0.29,1,2683,2771,2718,2845,2901.2,3073.01,3253.58,3220.02
L43A,,,,,,,7639.780718,7551.4995,,,,,,,,,,,,,,,,,,,,,,,,,,
L43B,,,,,,,4078.182641,4239.610333,,,,,,,,,,,,,,,,,,,,,,,,,,
L44A,,,,,,,3528.506986,3934.780999,,,,,,,,,,,,,,,,,,,,,,,,,,
L44B,,,,,,,1326.179281,1379.244653,,,,,,,,,,,,,,,,,,,,,,,,,,
L60A,16734,15418,15438,18089,18508,20243.74741,23588.11592,23669.54116,3,16734,3,15418,3,15438,4,18089,0.1,1,0.12,1,0.81,1,0.1,1,0.11,1,10281,10556,11338,12651,12613.05,12731.33,13007.64,12955.21
L60B,8360,7065,7255,6495,6574,7157.19737,9679.044441,9895.276518,2,8360,1,7065,1,7255,1,6495,0.1,1.63,0.12,1.75,0.79,1,0.12,1,0.12,1.3,6177,6374,6045,5945,6435.88,6092.61,7026.19,6568.17
L60C,4128,3869,3970,3197,4652,4625.77561,4530.559841,4613.506018,1,4128,1,3869,1,3970,1,3197,0.12,1.33,0.15,1.4,0.78,1.16,0.12,1.25,0.13,1.27,3777,3506,3995,2911,3893.23,2361.02,3920.08,3610.86
L61Z,571,543,552,522,543,575.4773511,598.2929803,606.3209172,0,571,0,543,0,552,0,522,0.06,1.63,0.1,2,0.91,1.63,0.04,2,0.03,2,370,390,403,433,416.99,422.59,536.06,1102.85
L62A,10699,10294,9815,12318,11885,15724.82793,12427.66721,12578.90451,2,10699,2,10294,2,9815,2,12318,0.06,1.15,0.07,1.54,0.81,1.15,0.09,1.18,0.1,1.2,6613,6762,6873,7388,7914.15,7823.26,8574.23,6981.87
L62B,3404,3302,3455,3482,3640,7062.370721,3796.191099,3693.134891,1,3404,1,3302,1,3455,1,3482,0.12,1.19,0.09,1.25,0.71,1.43,0.16,1.61,0.17,1.54,1714,2040,2086,2174,2217.24,2123.53,2346.8,2006.84
L62C,,,,,,3136.108892,1278.669638,1355.274942,,,,,,,,,,,,,,,,,,,,,,,,,,
L63A,9258,8948,8926,8053,7968,7579.893807,7015.881689,7258.389173,2,9258,2,8948,2,8926,2,8053,0.09,0.89,0.1,0.94,0.81,1,0.09,1,0.1,1,6454,6698,6964,6658,7666.23,6694.62,7826.57,7716.46
L63B,3752,3496,3648,3169,2984,2856.578226,2264.543106,2326.421016,1,3752,1,3496,1,3648,1,3169,0.1,1.13,0.11,1.19,0.76,1.07,0.1,1.18,0.12,1.12,3024,3034,3142,3197,3739.08,3235.2,3915.91,3851.17
L64A,,,8389,4455,4500,4810.730409,2357.570367,2319.711183,,,,,2,8389,1,4455,0.17,1.84,0.21,1.81,,,0.14,1,0.15,1,,,3931,2304,,2473.6,5027.45,5173.86
L64B,,,3519,2074,2030,2093.738935,915.2237557,922.1082524,,,,,1,3519,0,2074,0.26,2,0.29,2,,,0.24,1.87,0.26,1.71,,,1803,1669,,1694.02,2236.86,2268.48
L64C,,,1250,1250,1250,,,,,,,,0,1250,,,,,,,,,0.54,1,0.49,1,,,646,,,,1053.14,1147
